sep=,
DeviceTag:,Right Foot
FirmwareVersion:,2.4.0
AppVersion:,2022.0.0
StartTime: ,2023-06-27_13:37:17_000 CEST
© Xsens Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
0,1963754162,-0.11360202729702,-0.26773878931999,-116.50390625000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000
1,1963762495,-0.11415335536003,-0.26749923825264,-116.50372314453125,0.02101841568947,-0.00994502846152,9.50650596618652,-0.68989378213882,3.57291650772095,0.33235749602318
2,1963770828,-0.11359316110611,-0.26738929748535,-116.50294494628906,0.02208285219967,-0.03505052253604,9.47456645965576,-0.55979913473129,3.56300425529480,0.40930265188217
3,1963779161,-0.11361496895552,-0.26746273040771,-116.50313568115234,0.03045544773340,-0.02478368394077,9.52045536041260,-0.62808668613434,3.53575086593628,0.29355195164680
4,1963787494,-0.11384707689285,-0.26749345660210,-116.50296020507812,0.03193828091025,-0.01812173239887,9.52067756652832,-0.65444368124008,3.54737949371338,0.33827441930771
5,1963795827,-0.11462496966124,-0.26680460572243,-116.50282287597656,0.02274750173092,-0.03665927425027,9.53268909454346,-0.71911960840225,3.62417054176331,0.33051326870918
6,1963804160,-0.11463081091642,-0.26714104413986,-116.50313568115234,0.02492197416723,-0.01395798288286,9.50217056274414,-0.62667793035507,3.51085376739502,0.27736377716064
7,1963812493,-0.11475604027510,-0.26703709363937,-116.50290679931641,0.04508093371987,-0.00427794083953,9.48646163940430,-0.64138054847717,3.55537128448486,0.34324356913567
8,1963820826,-0.11545741558075,-0.26749712228775,-116.50237274169922,0.03867276012897,-0.03246185556054,9.51640701293945,-0.71010351181030,3.49551081657410,0.37897545099258
9,1963829159,-0.11656175553799,-0.26743516325951,-116.50263214111328,0.01185663323849,-0.01129574980587,9.50096511840820,-0.75805330276489,3.55204153060913,0.28532978892326
10,1963837492,-0.11634804308414,-0.26770821213722,-116.50326538085938,0.01954983733594,-0.02170382812619,9.51801204681396,-0.60155028104782,3.51876807212830,0.24073535203934
11,1963845825,-0.11642465740442,-0.26778769493103,-116.50338745117188,0.03599026426673,-0.02701858989894,9.49936008453369,-0.63497698307037,3.53418827056885,0.29870042204857
12,1963854158,-0.11610417068005,-0.26858848333359,-116.50378417968750,0.01469308417290,-0.02559915184975,9.51159572601318,-0.58774423599243,3.45537328720093,0.26860371232033
13,1963862491,-0.11554616689682,-0.26874753832817,-116.50385284423828,0.01500113867223,-0.00043356348760,9.51297760009766,-0.55908191204071,3.52368617057800,0.29106733202934
14,1963870824,-0.11474300175905,-0.26813644170761,-116.50404357910156,0.03476353362203,-0.03110701031983,9.52164840698242,-0.53016340732574,3.62483692169189,0.29373121261597
15,1963879157,-0.11418422311544,-0.26831632852554,-116.50420379638672,0.02603467553854,-0.02325707115233,9.48985195159912,-0.55782675743103,3.52168822288513,0.29593405127525
16,1963887490,-0.11379358172417,-0.26811134815216,-116.50427246093750,0.02459071762860,-0.02381896227598,9.51692581176758,-0.58093076944351,3.57570862770081,0.30602607131004
17,1963895823,-0.11411560326815,-0.26785278320312,-116.50411987304688,0.03679798543453,-0.02259209565818,9.51428985595703,-0.66438192129135,3.57307004928589,0.33776205778122
18,1963904156,-0.11356253921986,-0.26801356673241,-116.50456237792969,0.01407317072153,-0.03510998561978,9.51189613342285,-0.56028580665588,3.53162693977356,0.26409560441971
19,1963912489,-0.11405515670776,-0.26821121573448,-116.50405120849609,0.02572000212967,-0.04336949437857,9.47957229614258,-0.68474543094635,3.52145814895630,0.37152171134949
20,1963920822,-0.11400765180588,-0.26863932609558,-116.50432586669922,0.03682478889823,-0.02542454749346,9.53159236907959,-0.62124770879745,3.49958372116089,0.28320378065109
21,1963929155,-0.11512877792120,-0.26936832070351,-116.50453186035156,0.02598191611469,-0.01757998391986,9.50305652618408,-0.76040983200073,3.45529603958130,0.29252734780312
22,1963937488,-0.11549647152424,-0.26939895749092,-116.50456237792969,0.02845808118582,-0.04336684569716,9.53852081298828,-0.67032456398010,3.54725146293640,0.31148192286491
23,1963945821,-0.11542239785194,-0.26997679471970,-116.50491333007812,0.02023776248097,-0.01423208508641,9.52323341369629,-0.61627852916718,3.47499394416809,0.27459743618965
24,1963954154,-0.11572277545929,-0.26946014165878,-116.50536346435547,0.02075196616352,-0.02792114019394,9.52169799804688,-0.66407465934753,3.61226010322571,0.26027905941010
25,1963962487,-0.11548190563917,-0.26936474442482,-116.50491333007812,0.04275689646602,-0.02864520810544,9.51437664031982,-0.59670919179916,3.55409026145935,0.36634758114815
26,1963970820,-0.11577809602022,-0.26892817020416,-116.50413513183594,0.04023342207074,-0.02572287805378,9.51494884490967,-0.66118019819260,3.60398697853088,0.40820124745369
27,1963979153,-0.11614748835564,-0.26923739910126,-116.50435638427734,0.01708916760981,-0.02372534759343,9.51140117645264,-0.66981226205826,3.50683236122131,0.29770144820213
28,1963987486,-0.11658769845963,-0.26931309700012,-116.50418090820312,0.03614839166403,-0.02962378785014,9.51022815704346,-0.67921262979507,3.54179549217224,0.33732664585114
29,1963995819,-0.11681254953146,-0.26938325166702,-116.50338745117188,0.02449546568096,-0.02318512089550,9.51297092437744,-0.65229201316833,3.53598093986511,0.40876474976540
30,1964004152,-0.11638186126947,-0.26939839124680,-116.50254821777344,0.03205033391714,-0.02978466637433,9.50524044036865,-0.57611536979675,3.54827594757080,0.41737115383148
31,1964012485,-0.11664962768555,-0.26941215991974,-116.50231933593750,0.01790572330356,-0.01782142184675,9.48212146759033,-0.65700513124466,3.54343509674072,0.35223415493965
32,1964020818,-0.11676458269358,-0.26876184344292,-116.50228118896484,0.02773462980986,-0.02267605625093,9.52436637878418,-0.64089375734329,3.62811541557312,0.32162514328957
33,1964029151,-0.11648411303759,-0.26822239160538,-116.50170135498047,0.02766634710133,-0.02416753023863,9.51378726959229,-0.59092038869858,3.60987806320190,0.37638834118843
34,1964037484,-0.11699856817722,-0.26808029413223,-116.50235748291016,0.03972717374563,-0.01653476804495,9.49852466583252,-0.68879240751266,3.56700015068054,0.23743116855621
