sep=,
DeviceTag:,Right Foot
FirmwareVersion:,2.4.0
AppVersion:,2022.0.0
StartTime: ,2023-06-27_13:37:28_000 CEST
© Xsens Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
0,1974987046,-0.12611539661884,-0.32773408293724,-116.47894287109375,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000
1,1974995379,-0.12552551925182,-0.32745438814163,-116.47935485839844,0.03059248067439,-0.03190926834941,9.50443840026855,-0.55497086048126,3.57239198684692,0.27658250927925
2,1975003712,-0.12505047023296,-0.32693332433701,-116.47940826416016,0.04267926141620,-0.01661070436239,9.49965000152588,-0.56972455978394,3.60817432403564,0.31395363807678
3,1975012045,-0.12516738474369,-0.32748082280159,-116.47904205322266,-0.00665090698749,-0.02978493645787,9.49291419982910,-0.63839638233185,3.47318816184998,0.36705201864243
4,1975020378,-0.12468798458576,-0.32765325903893,-116.47912597656250,0.03388756886125,-0.03586691617966,9.51593208312988,-0.56852078437805,3.52421164512634,0.31344142556190
5,1975028711,-0.12431986629963,-0.32894694805145,-116.47952270507812,0.01124320272356,-0.01781941205263,9.49039459228516,-0.58073878288269,3.38548493385315,0.27194637060165
6,1975037044,-0.12478855997324,-0.32836264371872,-116.47923278808594,0.00976244639605,-0.02669686265290,9.50007152557373,-0.68158185482025,3.61519265174866,0.35642200708389
7,1975045377,-0.12445695698261,-0.32865148782730,-116.47885131835938,0.03016335330904,-0.02690793015063,9.47013282775879,-0.58547735214233,3.50510311126709,0.37220042943954
8,1975053710,-0.12441152334213,-0.32822406291962,-116.47893524169922,0.02179331332445,-0.02282836660743,9.51281356811523,-0.62118363380432,3.59693002700806,0.31308278441429
9,1975062043,-0.12480138987303,-0.32826820015907,-116.47924804687500,0.04342434927821,-0.01220299396664,9.45553112030029,-0.67174619436264,3.53289484977722,0.29248899221420
10,1975070376,-0.12477619200945,-0.32909139990807,-116.47909545898438,0.03982036560774,-0.03417631238699,9.52809429168701,-0.62295109033585,3.44790697097778,0.33846652507782
11,1975078709,-0.12483321875334,-0.32850900292397,-116.47830200195312,0.02372516132891,-0.01625575497746,9.50015354156494,-0.63086569309235,3.60778999328613,0.41638493537903
12,1975087042,-0.12505675852299,-0.32867482304573,-116.47815704345703,0.02865450829268,-0.03421792760491,9.50155448913574,-0.65256100893021,3.52638840675354,0.34074616432190
13,1975095375,-0.12522618472576,-0.32880365848541,-116.47808837890625,0.03489730134606,-0.04055215790868,9.49255084991455,-0.64579886198044,3.52310991287231,0.33808231353760
14,1975103708,-0.12436887621880,-0.32877165079117,-116.47852325439453,0.01670520380139,-0.04496327415109,9.50060176849365,-0.52377271652222,3.55000519752502,0.27169016003609
15,1975112041,-0.12398645281792,-0.32836249470711,-116.47875213623047,0.00962055288255,-0.02762701176107,9.50668048858643,-0.57822853326797,3.58886146545410,0.29479426145554
16,1975120374,-0.12412844598293,-0.32883611321449,-116.47888946533203,0.03484042733908,-0.03960767015815,9.48672199249268,-0.64459502696991,3.48968338966370,0.30429708957672
17,1975128707,-0.12389448285103,-0.32848265767097,-116.47879791259766,0.03687429055572,-0.04064233601093,9.51464557647705,-0.59626096487045,3.58176660537720,0.33552086353302
18,1975137040,-0.12456005066633,-0.32871058583260,-116.47893524169922,0.03746099397540,-0.02887293510139,9.54295825958252,-0.70507019758224,3.51788449287415,0.30488622188568
19,1975145373,-0.12542301416397,-0.32886686921120,-116.48005676269531,0.03735003247857,-0.01954363100231,9.49191570281982,-0.73027467727661,3.52180385589600,0.19318255782127
20,1975153706,-0.12487748265266,-0.32846865057945,-116.47968292236328,0.02957941219211,-0.03685632720590,9.49226474761963,-0.55999118089676,3.59347224235535,0.36659091711044
21,1975162039,-0.12571789324284,-0.32884195446968,-116.47933197021484,0.01831722632051,-0.01877315156162,9.51628875732422,-0.72581779956818,3.49390983581543,0.36461862921715
22,1975170372,-0.12495680153370,-0.32907637953758,-116.47842407226562,0.03795091435313,-0.01249230653048,9.50168037414551,-0.53460752964020,3.51691150665283,0.43011426925659
23,1975178705,-0.12497517466545,-0.32932487130165,-116.47862243652344,0.02843111380935,-0.01643261499703,9.49666309356689,-0.62761282920837,3.51148128509521,0.30370798707008
24,1975187038,-0.12519071996212,-0.33010983467102,-116.47890472412109,0.03515544533730,-0.03372788429260,9.51550292968750,-0.65190792083740,3.45164656639099,0.28600856661797
25,1975195371,-0.12587535381317,-0.33074074983597,-116.47897338867188,0.03027440607548,-0.03187448903918,9.50055980682373,-0.70720911026001,3.46405673027039,0.30971455574036
26,1975203704,-0.12613877654076,-0.33038249611855,-116.47920989990234,0.00951875839382,-0.04759765043855,9.48469924926758,-0.65761983394623,3.58882308006287,0.29434597492218
27,1975212037,-0.12621839344501,-0.33051902055740,-116.47933959960938,0.01045960560441,-0.02491079829633,9.51373291015625,-0.63442617654800,3.52190637588501,0.30667927861214
28,1975220370,-0.12672464549541,-0.33006000518799,-116.47991943359375,0.03706889972091,-0.02682707272470,9.50794696807861,-0.68731951713562,3.60095095634460,0.25332474708557
29,1975228703,-0.12679594755173,-0.32942068576813,-116.47962951660156,0.01835997030139,-0.03170621022582,9.49316310882568,-0.63317108154297,3.61634564399719,0.35918840765953
30,1975237036,-0.12702701985836,-0.32850402593613,-116.48032379150391,0.03599106892943,-0.02454500459135,9.49521350860596,-0.65450769662857,3.65525341033936,0.23895518481731
31,1975245369,-0.12765426933765,-0.32813557982445,-116.48062896728516,0.03380067646503,-0.02895350567997,9.49008369445801,-0.70028030872345,3.58407139778137,0.28933838009834
32,1975253702,-0.12697124481201,-0.32822662591934,-116.48129272460938,0.02549394965172,-0.04012876749039,9.50948715209961,-0.54405921697617,3.53520011901855,0.24179838597775
33,1975262035,-0.12672735750675,-0.32876199483871,-116.48136138916016,0.04032212868333,-0.02248024195433,9.49448394775391,-0.59572309255600,3.47500658035278,0.31659194827080
34,1975270368,-0.12705588340759,-0.32902055978775,-116.48126983642578,0.04077759757638,-0.03241239860654,9.51788806915283,-0.66595733165741,3.51447820663452,0.33265209197998
35,1975278701,-0.12716066837311,-0.32932278513908,-116.48084259033203,0.00776002090424,-0.02823285385966,9.48688793182373,-0.63742309808731,3.50246500968933,0.38190826773643
36,1975287034,-0.12741222977638,-0.32863226532936,-116.48101043701172,0.02727936767042,-0.02139665372670,9.52145576477051,-0.65617263317108,3.62933206558228,0.30255532264709
37,1975295367,-0.12822124361992,-0.32853987812996,-116.48173522949219,0.01964766532183,-0.01549822278321,9.50235557556152,-0.72279536724091,3.55020999908447,0.24774089455605
38,1975303700,-0.12793420255184,-0.32901829481125,-116.48203277587891,0.03736485913396,-0.02414937317371,9.49234294891357,-0.59190660715103,3.48794174194336,0.28621348738670
39,1975312033,-0.12748983502388,-0.32874494791031,-116.48173522949219,0.03213945403695,-0.03357559442520,9.48422622680664,-0.57085168361664,3.57272481918335,0.36395269632339
40,1975320366,-0.12713582813740,-0.32868409156799,-116.48142242431641,0.03193758428097,-0.02368858270347,9.51428890228271,-0.58422231674194,3.55187487602234,0.36008492112160
