PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
30,1985661619,-18.56974220275879,-4.60252237319946,-47.64916992187500,0.81258815526962,-3.05526399612427,9.10846805572510,-0.52916449308395,-2.25551271438599,-0.16311144828796
31,1985669952,-18.56789588928223,-4.60291385650635,-47.64866256713867,0.80321115255356,-3.07076668739319,9.06282711029053,-0.31108486652374,-2.31324696540833,-0.15868017077446
32,1985678285,-18.56530380249023,-4.60318899154663,-47.64722442626953,0.81019967794418,-3.06185555458069,9.09570598602295,-0.22630175948143,-2.34078240394592,-0.00128071161453
33,1985686618,-18.56238937377930,-4.60244703292847,-47.64727783203125,0.79174435138702,-3.04308438301086,9.10346317291260,-0.18857198953629,-2.16179013252258,-0.18017053604126
34,1985694951,-18.56034469604492,-4.60195159912109,-47.64641571044922,0.78818994760513,-3.04105424880981,9.11169147491455,-0.30762696266174,-2.18771195411682,-0.16349567472935
35,1985703284,-18.55950355529785,-4.60271215438843,-47.64624786376953,0.77404528856277,-3.04743504524231,9.14157295227051,-0.43562132120132,-2.34075689315796,-0.21249571442604
36,1985711617,-18.56056785583496,-4.60255146026611,-47.64642715454102,0.78167396783829,-3.04290056228638,9.12576007843018,-0.68600040674210,-2.21422243118286,-0.21713188290596
37,1985719950,-18.56208038330078,-4.60270833969116,-47.64534759521484,0.77475118637085,-3.03955483436584,9.10101509094238,-0.70777249336243,-2.30858540534973,-0.08480872958899
38,1985728283,-18.56457519531250,-4.60345411300659,-47.64502334594727,0.79313951730728,-3.03630495071411,9.11860179901123,-0.85267233848572,-2.33578801155090,-0.18798287212849
39,1985736616,-18.56635284423828,-4.60303497314453,-47.64550399780273,0.79030370712280,-3.05438590049744,9.11248588562012,-0.75569671392441,-2.18325471878052,-0.24049203097820
40,1985744949,-18.56662559509277,-4.60255670547485,-47.64487838745117,0.79503512382507,-3.06390094757080,9.07964801788330,-0.58459377288818,-2.20080065727234,-0.13257928192616
41,1985753282,-18.56543159484863,-4.60151576995850,-47.64462280273438,0.79897308349609,-3.05242419242859,9.11864566802979,-0.39200028777122,-2.14129900932312,-0.13117049634457
42,1985761615,-18.56411361694336,-4.60175991058350,-47.64320755004883,0.79738938808441,-3.06280136108398,9.09429359436035,-0.38224124908447,-2.32305741310120,-0.04351858794689
43,1985769948,-18.56201744079590,-4.60167360305786,-47.64287185668945,0.80341279506683,-3.05364441871643,9.11991310119629,-0.28554749488831,-2.25095343589783,-0.16108790040016
