Time,Gaze_Direction.x,Gaze_Direction.y,Gaze_Direction.z,Gaze_Origin.x,Gaze_Origin.y,Gaze_Origin.z,Head_Movement_Direction.x,Head_Movement_Direction.y,Head_Movement_Direction.z,Head_Velocity.x,Head_Velocity.y,Head_Velocity.z,Hit_Normal.x,Hit_Normal.y,Hit_Normal.z,Hit_Position.x,Hit_Position.y,Hit_Position.z,Cursor_Position.x,Cursor_Position.y,Cursor_Position.z
27.26,-0.5191318,-0.5682116,0.6384652,0.30423,-0.07361896,2.174532,0.1529048,-0.03014606,0.9877802,-0.04438525,-0.03097564,0.209023,0,1,0,0.2823021,-0.09761991,2.201501,-0.7340337,-1.210042,3.451463
27.27,-0.5051599,-0.5666546,0.6509349,0.3007411,-0.07373369,2.181321,0.151464,-0.03048266,0.9879918,-0.04172213,-0.0291171,0.1964816,0,1,0,0.279447,-0.09761995,2.20876,-0.7095788,-1.207043,3.483191
27.29,-0.5051599,-0.5666545,0.6509348,0.3007411,-0.07373369,2.181321,0.1499697,-0.03078135,0.9882104,-0.03921881,-0.02737007,0.1846927,0,1,0,0.279447,-0.09761995,2.20876,-0.7095786,-1.207043,3.483191
27.31,-0.5051599,-0.5666545,0.6509348,0.3007411,-0.07373369,2.181321,0.1486247,-0.03105008,0.9884053,-0.03686568,-0.02572787,0.1736112,0,1,0,0.279447,-0.09761995,2.20876,-0.7095786,-1.207043,3.483191
27.32,-0.4897576,-0.5661081,0.6630679,0.297047,-0.07390442,2.189221,0.1474139,-0.03129188,0.988579,-0.03465374,-0.0241842,0.1631945,0,1,0,0.27653,-0.09761998,2.216999,-0.6824682,-1.206121,3.515357
27.34,-0.4739623,-0.5657194,0.674775,0.2933472,-0.07403977,2.197246,0.1461113,-0.03150629,0.9887655,-0.03257451,-0.02273314,0.1534028,0,1,0,0.2735917,-0.09761987,2.225371,-0.6545774,-1.205479,3.546796
27.36,-0.4739623,-0.5657194,0.674775,0.2933472,-0.07403977,2.197246,0.1447278,-0.03169405,0.988963,-0.03062004,-0.02136916,0.1441987,0,1,0,0.2735917,-0.09761987,2.225371,-0.6545774,-1.205479,3.546796
27.37,-0.4739623,-0.5657194,0.674775,0.2933472,-0.07403977,2.197246,0.1434824,-0.03186299,0.9891391,-0.02878284,-0.02008701,0.1355467,0,1,0,0.2735917,-0.09761987,2.225371,-0.6545774,-1.205479,3.546796
27.39,-0.4596587,-0.5654562,0.6848162,0.2891766,-0.07421016,2.20622,0.142361,-0.03201503,0.9892962,-0.02705587,-0.01888178,0.1274139,0,1,0,0.2701469,-0.09761978,2.234571,-0.6301408,-1.205122,3.575852
27.41,-0.4450814,-0.5649084,0.6948244,0.2850448,-0.07437719,2.21527,0.1411152,-0.03214702,0.9894704,-0.02543251,-0.01774888,0.1197691,0,1,0,0.2667322,-0.09761996,2.243858,-0.605118,-1.204194,3.604919
27.42,-0.4450814,-0.5649084,0.6948245,0.2850448,-0.07437719,2.21527,0.1397606,-0.0322607,0.989659,-0.02390656,-0.01668395,0.112583,0,1,0,0.2667322,-0.09761994,2.243858,-0.605118,-1.204194,3.604919
27.44,-0.4450813,-0.5649084,0.6948245,0.2850448,-0.07437719,2.21527,0.1385411,-0.03236298,0.989827,-0.02247217,-0.01568291,0.105828,0,1,0,0.2667322,-0.09761994,2.243858,-0.6051179,-1.204194,3.604919
27.46,-0.4238893,-0.562847,0.7095922,0.2809688,-0.07437304,2.225132,0.1374427,-0.03245504,0.9899772,-0.02112384,-0.01474193,0.0994783,0,1,0,0.2634612,-0.09762003,2.25444,-0.5668098,-1.200067,3.644317
27.47,-0.4023677,-0.560609,0.7237526,0.2769921,-0.07424542,2.234984,0.1362202,-0.032524,0.9901438,-0.03208424,-0.01384499,0.1230947,0,1,0,0.2602154,-0.09761987,2.265161,-0.5277433,-1.195463,3.682489
27.49,-0.382436,-0.5578813,0.7365535,0.2732149,-0.07397304,2.244844,0.1348923,-0.03256681,0.9903242,-0.04208956,-0.0126314,0.1452648,0,1,0,0.2570046,-0.09761989,2.276064,-0.4916572,-1.189736,3.717951
27.51,-0.362468,-0.554737,0.7489218,0.269549,-0.07356808,2.254689,0.1334795,-0.03257978,0.9905152,-0.05089563,-0.01105641,0.1661298,0,1,0,0.2538334,-0.09761991,2.28716,-0.4553871,-1.183042,3.752532
27.52,-0.3428871,-0.5511357,0.7607088,0.2661365,-0.07301278,2.264537,0.1319975,-0.03256026,0.9907144,-0.05883966,-0.009178116,0.1856949,0,1,0,0.2508273,-0.09761989,2.298501,-0.4196376,-1.175284,3.785954
27.54,-0.3231889,-0.5471195,0.7721459,0.2628544,-0.07236811,2.274343,0.1304653,-0.03250509,0.9909192,-0.06554665,-0.006961553,0.2040976,0,1,0,0.2479379,-0.09761985,2.30998,-0.3835233,-1.166607,3.818634
27.56,-0.3231889,-0.5471195,0.7721459,0.2628544,-0.07236811,2.274343,0.1288957,-0.03241427,0.9911276,-0.07146023,-0.004609831,0.2212695,0,1,0,0.2479379,-0.09761985,2.30998,-0.3835233,-1.166607,3.818634
27.58,-0.3231889,-0.5471195,0.7721459,0.2628544,-0.07236811,2.274343,0.1274828,-0.03233248,0.9913129,-0.06717262,-0.004333241,0.2079933,0,1,0,0.2479379,-0.09761985,2.30998,-0.3835233,-1.166607,3.818634
27.59,-0.3053676,-0.5432343,0.7820787,0.2596027,-0.07150196,2.284744,0.1262111,-0.03225881,0.991478,-0.06314226,-0.004073247,0.1955137,0,1,0,0.244921,-0.09761987,2.322345,-0.3511327,-1.157971,3.848901
27.61,0.1811317,-0.363436,0.9138411,0.1811699,-0.04828098,2.542451,0.1248755,-0.03214123,0.9916509,-0.06910892,-0.001230417,0.2149866,0,1,0,0.2057599,-0.09761997,2.666512,0.5434334,-0.7751529,4.370133
27.62,0.1811317,-0.363436,0.9138411,0.1811699,-0.04828098,2.542451,0.1131144,-0.02932164,0.9931485,-0.3002605,0.06850635,0.9752095,0,1,0,0.2057599,-0.09761997,2.666512,0.5434334,-0.7751529,4.370133
27.64,0.1811317,-0.363436,0.9138411,0.1811699,-0.04828098,2.542451,0.1037282,-0.02706548,0.9942366,-0.2822449,0.06439596,0.9166969,0,1,0,0.2057599,-0.09761997,2.666512,0.5434334,-0.7751529,4.370133
27.66,0.1815497,-0.362447,0.9141509,0.1810188,-0.0480036,2.543541,0.09629396,-0.02527297,0.9950313,-0.2653102,0.0605322,0.8616951,0,1,0,0.2058717,-0.09761997,2.668682,0.5441182,-0.7728977,4.371843
27.67,0.1822989,-0.360794,0.9146556,0.1808278,-0.04770022,2.544944,0.09044814,-0.02384952,0.9956148,-0.2493916,0.05690027,0.8099934,0,1,0,0.2060508,-0.09761991,2.671496,0.5454255,-0.7692882,4.374255
27.69,0.1812948,-0.3593504,0.9154231,0.1804183,-0.04740921,2.546653,0.08588991,-0.02272391,0.9960448,-0.2344281,0.05348626,0.7613938,0,1,0,0.20575,-0.09761992,2.674562,0.543008,-0.7661101,4.377499
27.71,0.1805372,-0.3575203,0.916289,0.1799705,-0.0470963,2.548665,0.08236248,-0.02183837,0.9963624,-0.2203624,0.05027708,0.7157102,0.03810721,0.7153615,-0.6977146,0.1807787,-0.04869664,2.552766,0.541045,-0.7621369,4.381243
27.72,0.1817707,-0.3520616,0.9181568,0.1795325,-0.04675099,2.550991,0.07965869,-0.02114378,0.9965972,-0.2071407,0.04726046,0.6727676,0.06673623,0.6738622,-0.7358369,0.1814453,-0.05045588,2.560653,0.5430739,-0.7508742,4.387304
27.74,0.1830248,-0.3463594,0.9200745,0.1790612,-0.04642428,2.553586,0.07761011,-0.02059941,0.9967703,-0.1947123,0.04442483,0.6324015,0.1020086,0.6465788,-0.7559961,0.1820472,-0.05207516,2.568598,0.5451108,-0.7391431,4.393735
27.76,0.1830248,-0.3463594,0.9200745,0.1790612,-0.04642428,2.553586,0.07607671,-0.02017361,0.9968972,-0.1830295,0.04175934,0.5944574,0.1020086,0.6465788,-0.7559961,0.1820472,-0.05207516,2.568598,0.5451108,-0.7391432,4.393735
27.77,0.1830248,-0.3463595,0.9200745,0.1790612,-0.04642428,2.553586,0.0749704,-0.01985438,0.9969875,-0.1720477,0.03925378,0.55879,0.03982887,0.9089957,-0.4148982,0.1809012,-0.04990639,2.562836,0.5451108,-0.7391432,4.393735
27.79,0.1837407,-0.3409013,0.9219685,0.1786744,-0.04620827,2.557142,0.0741988,-0.01961946,0.9970499,-0.1617249,0.03689855,0.5252627,0.04852974,0.9068234,-0.4187078,0.1813266,-0.05112907,2.57045,0.5461557,-0.7280107,4.401079
27.81,0.1843186,-0.3356637,0.923773,0.1782862,-0.04601808,2.560927,0.07366236,-0.01943992,0.9970932,-0.1520214,0.03468464,0.4937469,0.05461833,0.9027345,-0.4267169,0.181672,-0.05218404,2.577896,0.5469234,-0.7173455,4.408473
27.83,0.1840761,-0.3327819,0.9248633,0.1779388,-0.04587615,2.564937,0.07323989,-0.0192882,0.9971273,-0.1429001,0.03260356,0.4641221,0.06144235,0.8974779,-0.436759,0.1822554,-0.05367995,2.586625,0.5460911,-0.71144,4.414663
27.84,0.1838872,-0.3297893,0.9259722,0.1775907,-0.04576629,2.569173,0.07283553,-0.01914339,0.9971589,-0.1343261,0.03064735,0.4362748,0.06706125,0.8933769,-0.4442753,0.1827533,-0.05502521,2.59517,0.545365,-0.705345,4.421117
27.86,0.1837371,-0.3267094,0.9270931,0.1772563,-0.04568971,2.573615,0.07244679,-0.0190059,0.9971892,-0.1262665,0.02880851,0.4100983,0.0615352,0.9002763,-0.4309477,0.1819244,-0.05399022,2.597169,0.5447305,-0.6991084,4.427801
27.87,0.1836624,-0.3233425,0.9282875,0.1769166,-0.04564498,2.578246,0.0720722,-0.01887614,0.9972183,-0.1186905,0.02708,0.3854924,0.07746856,0.8867253,-0.4557594,0.1837537,-0.05768188,2.612803,0.5442414,-0.6923299,4.434821
27.89,0.1835563,-0.3202238,0.9293889,0.1765396,-0.04560179,2.583023,0.07170971,-0.01875449,0.9972463,-0.1115691,0.0254552,0.3623628,0.08153688,0.8839236,-0.460468,0.1837064,-0.05810461,2.61931,0.5436522,-0.6860493,4.4418
27.91,0.1835078,-0.3171613,0.9304481,0.1761725,-0.04547799,2.587984,0.07135638,-0.0186401,0.9972734,-0.104875,0.02392789,0.3406211,0.08321361,0.8713215,-0.4836054,0.1833987,-0.05796717,2.624623,0.5431882,-0.6798006,4.44888
27.92,0.1835315,-0.3147584,0.931259,0.1757908,-0.04515007,2.593115,0.0710113,-0.01852904,0.9972998,-0.09858246,0.02249221,0.3201838,0.08203382,0.8463458,-0.5262784,0.1823845,-0.05645845,2.626573,0.5428538,-0.6746668,4.455633
27.94,0.1838003,-0.312172,0.9320763,0.1754239,-0.04457093,2.59847,0.07067277,-0.01841304,0.9973258,-0.09266751,0.02114268,0.3009728,0.07590717,0.8571876,-0.5093794,0.1814655,-0.05483216,2.629107,0.5430245,-0.6689149,4.462622
27.96,0.1843324,-0.3092224,0.932954,0.1750477,-0.04381955,2.604024,0.07034022,-0.01828286,0.9973515,-0.08710746,0.01987412,0.2829144,0.07496665,0.78208,-0.6186525,0.1816804,-0.05494608,2.637594,0.5437125,-0.6622644,4.469932
27.97,0.1852321,-0.3058454,0.9338885,0.1746341,-0.04290714,2.609724,0.07001231,-0.01813331,0.9973771,-0.08188102,0.01868167,0.2659395,0.07967558,0.762032,-0.6426188,0.1809615,-0.05335473,2.641625,0.5450982,-0.6545978,4.4775
27.99,0.1852321,-0.3058454,0.9338884,0.1746341,-0.04290714,2.609724,0.06968691,-0.01796021,0.9974028,-0.07696816,0.01756077,0.2499832,0.09550612,0.716982,-0.6905182,0.1813865,-0.05405636,2.643767,0.5450982,-0.6545978,4.4775
28.01,0.1852321,-0.3058454,0.9338884,0.1746341,-0.04290714,2.609724,0.06939406,-0.01780443,0.997426,-0.07235007,0.01650713,0.2349842,0.1133723,0.672944,-0.7309536,0.1830456,-0.05679585,2.652132,0.5450982,-0.6545979,4.4775
28.02,0.1862029,-0.3007522,0.9353484,0.1740253,-0.04159312,2.616394,0.06913049,-0.01766422,0.9974468,-0.06800906,0.0155167,0.2208851,0.1230601,0.6761771,-0.7263889,0.1829156,-0.0559526,2.661052,0.5464311,-0.6430975,4.48709
28.04,0.1871561,-0.2957436,0.9367541,0.1733812,-0.04027461,2.623165,0.06885328,-0.01748381,0.9974691,-0.06392852,0.0145857,0.207632,0.1133493,0.6956007,-0.7094306,0.1814589,-0.05303898,2.663596,0.5476934,-0.6317617,4.496674
28.06,0.1902817,-0.2902136,0.9378533,0.1727414,-0.03884557,2.630066,0.0685624,-0.01726725,0.9974927,-0.06009281,0.01371055,0.1951741,0.1481986,0.6621745,-0.734549,0.1820732,-0.05307825,2.67606,0.5533047,-0.6192728,4.505773
28.07,0.1934752,-0.2840981,0.9390717,0.1720575,-0.03737621,2.637092,0.06825928,-0.01701417,0.9975176,-0.05648724,0.01288792,0.1834636,0.1553429,0.6514462,-0.7426213,0.1823228,-0.05244973,2.686917,0.5590079,-0.6055725,4.515235
28.09,0.1969598,-0.2775462,0.9403057,0.1713845,-0.03594339,2.644173,0.06794337,-0.01672693,0.9975438,-0.05309801,0.01211465,0.1724558,0.1657377,0.6583626,-0.7342273,0.1821207,-0.05107226,2.695428,0.5653042,-0.5910358,4.524785
28.12,0.1969598,-0.2775462,0.9403057,0.1713845,-0.03594339,2.644173,0.06761671,-0.01641081,0.9975717,-0.04991213,0.01138777,0.1621085,0.19522,0.6374719,-0.7453313,0.1830064,-0.0523204,2.699657,0.5653042,-0.5910358,4.524785
28.14,0.1969598,-0.2775462,0.9403057,0.1713845,-0.03594339,2.644173,0.06732246,-0.0161261,0.9975959,-0.0469174,0.0107045,0.152382,0.19522,0.6374719,-0.7453313,0.1830064,-0.0523204,2.699657,0.5653042,-0.5910358,4.524785
28.15,0.1969598,-0.2775462,0.9403057,0.1713845,-0.03594339,2.644173,0.06705764,-0.01586986,0.9976177,-0.04410236,0.01006223,0.1432391,0.2522717,0.5679346,-0.7834598,0.1863058,-0.05696973,2.715409,0.5653042,-0.5910358,4.524785
28.16,0.2005393,-0.2704597,0.9416133,0.170203,-0.03418498,2.652478,0.0668193,-0.01563924,0.9976373,-0.04145622,0.009458498,0.1346447,0.2375816,0.5948634,-0.7679144,0.1841023,-0.05293036,2.71774,0.5712817,-0.5751045,4.535705
28.17,0.2846505,-0.08324233,0.9550103,0.1393369,0.007843697,2.861466,0.06654043,-0.01536136,0.99766,-0.03896884,0.008890988,0.126566,-0.9749305,0,0.2225096,0.2960545,-0.03798631,3.387258,0.708638,-0.158641,4.771487
28.19,0.2846208,-0.08579978,0.9547929,0.1391626,0.007821854,2.861835,0.06356174,-0.01259638,0.9978935,-0.1292291,0.1344436,0.7459366,-0.9749305,0,0.2225096,0.2969208,-0.03973485,3.391054,0.7084041,-0.1637777,4.771421
28.21,0.2846434,-0.08840065,0.9545488,0.1388855,0.007822231,2.862607,0.06115851,-0.01033713,0.9980699,-0.1214753,0.126377,0.7011805,-0.9749305,0,0.2225096,0.2984027,-0.04171844,3.397546,0.7081723,-0.1689791,4.771705
28.22,0.2846194,-0.09109849,0.9543023,0.1386938,0.007848165,2.863688,0.05921989,-0.008492797,0.9982046,-0.1141868,0.1187943,0.6591097,-0.9749305,0,0.2225096,0.2999883,-0.04377755,3.404494,0.7079326,-0.1743488,4.772293
28.24,0.2846642,-0.09398636,0.9540089,0.1383876,0.007884986,2.86511,0.05766018,-0.006987615,0.9983079,-0.1073356,0.1116667,0.619563,-0.9749305,0,0.2225096,0.3021201,-0.04617386,3.413834,0.7077161,-0.1800877,4.773128
28.26,0.2847874,-0.09721313,0.9536487,0.1378395,0.007910911,2.866873,0.0564023,-0.005759438,0.9983881,-0.1008955,0.1049667,0.5823892,0.07824422,0.9776231,-0.1952712,0.1382043,0.007786402,2.868095,0.7074143,-0.1865154,4.774171
28.27,0.2850338,-0.1004527,0.9532391,0.1371724,0.00791516,2.868965,0.05537841,-0.004758005,0.998451,-0.09484173,0.09866868,0.5474459,0.1165814,0.9746106,-0.1911622,0.1402178,0.006841911,2.87915,0.7072401,-0.1929902,4.775444
28.29,0.2854226,-0.1040357,0.9527385,0.1363448,0.007883143,2.871353,0.05453496,-0.003940866,0.9985012,-0.08915123,0.09274856,0.5145991,0.1589074,0.9723667,-0.1710303,0.1421866,0.00575381,2.890853,0.70719,-0.2001883,4.77683
28.31,0.2860155,-0.1077185,0.9521512,0.1353841,0.007837649,2.874057,0.0538253,-0.003273048,0.9985424,-0.08380215,0.08718365,0.4837232,0.1987451,0.9666517,-0.161508,0.1440488,0.004574358,2.902902,0.707415,-0.2075993,4.778359
28.32,0.2860155,-0.1077185,0.9521512,0.1353841,0.007837649,2.874057,0.05314799,-0.002673092,0.9985806,-0.07877402,0.08195263,0.4546998,0.261942,0.9571458,-0.1235247,0.1489732,0.002719768,2.919295,0.707415,-0.2075993,4.778359
28.34,0.2860155,-0.1077185,0.9521512,0.1353841,0.007837649,2.874057,0.05253853,-0.002133265,0.9986143,-0.07404758,0.07703547,0.4274178,0.261942,0.9571458,-0.1235247,0.1489732,0.002719768,2.919295,0.707415,-0.2075993,4.778359
28.36,0.2876547,-0.110453,0.9513437,0.1339163,0.007675148,2.877881,0.05199009,-0.001647511,0.9986441,-0.06960472,0.07241334,0.4017727,-0.9749305,0,0.2225096,0.3210511,-0.06418043,3.49678,0.7092258,-0.2132309,4.780568
28.37,0.2893963,-0.1130594,0.950509,0.1323064,0.007462137,2.881988,0.05143946,-0.001216364,0.9986735,-0.06542844,0.06806854,0.3776664,-0.9749305,0,0.2225096,0.3257272,-0.0681022,3.517269,0.711099,-0.2186566,4.783006
28.39,0.2915049,-0.1150269,0.9496282,0.1305826,0.007194387,2.886369,0.05088238,-0.0008366291,0.9987025,-0.06150274,0.06398443,0.3550064,-0.9749305,0,0.2225096,0.330014,-0.07150063,3.536052,0.7135924,-0.2228595,4.785625
28.41,0.2937514,-0.1169226,0.9487039,0.1287171,0.006858271,2.891053,0.05031512,-0.0005047978,0.9987316,-0.05781257,0.06014537,0.333706,-0.9749305,0,0.2225096,0.3344523,-0.07503103,3.555499,0.71622,-0.2269869,4.788461
28.42,0.2962305,-0.1184751,0.94774,0.1266957,0.006437161,2.896013,0.04973214,-0.0002176281,0.998761,-0.05434382,0.05653664,0.3136837,-0.9749305,0,0.2225096,0.3388483,-0.07841163,3.57476,0.7191567,-0.230513,4.791493
28.44,0.2988311,-0.1202623,0.9466979,0.1245166,0.005942709,2.901253,0.04913061,2.581443E-05,0.9987909,-0.05108319,0.05314445,0.2948626,-0.9749305,0,0.2225096,0.3433785,-0.08213657,3.594609,0.7221788,-0.2345819,4.794649
28.46,0.3015134,-0.1220472,0.9456185,0.1222185,0.005354478,2.906767,0.04850535,0.0002279252,0.9988215,-0.0480182,0.04995578,0.2771709,-0.9749305,0,0.2225096,0.3480114,-0.08604243,3.614908,0.7252453,-0.2387398,4.798004
28.47,0.3043205,-0.1244326,0.9444075,0.1197662,0.004684427,2.912549,0.04785629,0.0003890587,0.9988528,-0.04513711,0.04695844,0.2605406,-0.9749305,0,0.2225096,0.3526757,-0.09054919,3.635345,0.7284072,-0.2441808,4.801364
28.49,0.3071881,-0.1270104,0.9431351,0.117147,0.0039012,2.918623,0.04717911,0.0005108977,0.9988851,-0.04242888,0.04414093,0.2449082,-0.9749305,0,0.2225096,0.357559,-0.09549987,3.656741,0.7315233,-0.2501197,4.804893
28.51,0.3101938,-0.1303165,0.9416992,0.1143769,0.002986876,2.924956,0.04647205,0.0005933436,0.9989183,-0.03988315,0.04149247,0.2302137,0,1,0,0.3538527,-0.09762006,3.651966,0.7347646,-0.2576462,4.808354
28.52,0.312754,-0.1375562,0.9398209,0.1112867,0.001890461,2.931568,0.04573275,0.0006360267,0.9989524,-0.03749016,0.03900293,0.2164008,0,1,0,0.3375385,-0.09762012,3.611451,0.7367947,-0.2732219,4.81121
28.54,0.3154338,-0.1454038,0.9377416,0.1080819,0.0005410422,2.938385,0.04495307,0.0006368657,0.998988,-0.03524075,0.03666275,0.2034168,0,1,0,0.3210292,-0.0976201,3.571448,0.7389495,-0.2902665,4.813868
28.56,0.3180546,-0.1588323,0.934673,0.1046807,-0.000996805,2.945345,0.04413517,0.0005916633,0.9990246,-0.03312631,0.03446298,0.1912118,0,1,0,0.2981645,-0.09762005,3.513939,0.74079,-0.3186614,4.814691
28.58,0.3208655,-0.1734899,0.9310997,0.1011905,-0.002514731,2.952486,0.04327369,0.0004986799,0.9990623,-0.03113873,0.03239521,0.1797391,0,1,0,0.2770856,-0.09762008,3.462905,0.7429215,-0.3494946,4.814685
28.59,0.3236808,-0.1883831,0.927223,0.09765064,-0.004037865,2.959808,0.04237172,0.0003636833,0.999101,-0.0292704,0.03045149,0.1689547,0,1,0,0.258444,-0.09762005,3.420421,0.7450123,-0.380804,4.814254
28.61,0.3266133,-0.2041217,0.9228532,0.09405725,-0.005342734,2.967359,0.04143267,0.000191066,0.9991404,-0.02751418,0.0286244,0.1588175,0,1,0,0.2417094,-0.09762006,3.384554,0.7472839,-0.4135862,4.813066
28.62,0.3296119,-0.2163691,0.9189888,0.09029172,-0.006578328,2.975294,0.04045768,-8.006274E-06,0.9991804,-0.02586333,0.02690694,0.1492884,0,1,0,0.2289827,-0.09762005,3.361978,0.7495155,-0.4393165,4.813272
28.64,0.3328437,-0.2286139,0.9148501,0.08646271,-0.007960211,2.983368,0.03944576,-0.0002281283,0.9992208,-0.02431153,0.02529252,0.1403311,0,1,0,0.2170003,-0.09762007,3.342162,0.7521501,-0.465188,4.813068
28.66,0.335955,-0.2416242,0.9103581,0.08261767,-0.009365309,2.991522,0.03839865,-0.0004719446,0.9992616,-0.02285284,0.02377497,0.1319112,0,1,0,0.2053273,-0.09762003,3.324036,0.7545277,-0.4926136,4.812238
28.67,0.3889329,-0.5660505,0.7268549,-0.01471322,-0.04458332,3.200277,0.03731979,-0.0007376617,0.9993023,-0.02148167,0.02234847,0.1239965,0,1,0,0.0217282,-0.09761992,3.26838,0.7631527,-1.176684,4.653987
28.69,0.3887727,-0.5662436,0.7267901,-0.01492377,-0.04467738,3.200755,0.0307607,-0.00262817,0.9995225,-0.3121854,-0.08464646,0.7428225,0,1,0,0.02142561,-0.09761989,3.268708,0.7626217,-1.177165,4.654335
28.71,0.3885181,-0.5671754,0.7261995,-0.01529663,-0.04493698,3.201644,0.02539037,-0.004202004,0.9996679,-0.2934543,-0.07956768,0.6982532,0.04877677,0.9846851,-0.1673804,-0.01496729,-0.04541776,3.20226,0.7617395,-1.179288,4.654043
28.72,0.3885181,-0.5671754,0.7261995,-0.01529663,-0.04493698,3.201644,0.02099077,-0.005518542,0.9997636,-0.275847,-0.07479361,0.6563579,0.05754792,0.9952893,-0.07802179,-0.0128198,-0.04855276,3.206274,0.7617395,-1.179288,4.654043
28.74,0.3885181,-0.5671754,0.7261995,-0.01529663,-0.04493698,3.201644,0.01739697,-0.006615208,0.999826,-0.2592962,-0.070306,0.6169764,0.05754792,0.9952893,-0.07802179,-0.0128198,-0.04855276,3.206274,0.7617395,-1.179288,4.654043
28.76,0.3878052,-0.5699503,0.7244058,-0.01598061,-0.04519892,3.203852,0.01446309,-0.007529761,0.9998662,-0.2437385,-0.06608763,0.5799578,0.09319418,0.9671727,-0.2364145,-0.01299852,-0.04958165,3.209423,0.7596298,-1.1851,4.652664
28.77,0.3871801,-0.5725932,0.7226539,-0.01668777,-0.04542209,3.206487,0.01204814,-0.008300635,0.9998922,-0.2291141,-0.06212237,0.5451604,0.1011694,0.9488081,-0.2992123,-0.01240853,-0.05175058,3.214474,0.7576725,-1.190609,4.651795
28.79,0.3869212,-0.5740379,0.7216457,-0.01741755,-0.04569529,3.20945,0.01005389,-0.008951836,0.9999086,-0.2153673,-0.05839503,0.5124508,0.1127848,0.9345964,-0.337356,-0.01095631,-0.05528121,3.221501,0.7564248,-1.193771,4.652741
28.81,0.3869141,-0.5756751,0.7203442,-0.01817866,-0.04600294,3.212693,0.008399353,-0.00950598,0.9999187,-0.2024453,-0.05489133,0.4817037,0.1294883,0.9303474,-0.3430543,-0.01045264,-0.05749821,3.227077,0.7556495,-1.197353,4.653382
28.82,0.3869319,-0.5760253,0.7200544,-0.01875031,-0.04626609,3.216175,0.006993607,-0.00998726,0.9999248,-0.1902986,-0.05159785,0.4528015,0.1444453,0.91655,-0.372923,-0.009843036,-0.05952634,3.232751,0.7551135,-1.198317,4.656284
28.84,0.3872363,-0.5763258,0.7196504,-0.01931733,-0.04651662,3.219971,0.005711533,-0.01042693,0.9999285,-0.1788806,-0.04850198,0.4256334,0.1347759,0.9236685,-0.3587085,-0.01129342,-0.05845866,3.234883,0.7551552,-1.199168,4.659272
28.86,0.3877502,-0.5763792,0.7193307,-0.01988995,-0.04676867,3.224061,0.004540863,-0.01082866,0.9999303,-0.1681478,-0.04559186,0.4000954,0.1583525,0.8842489,-0.4393501,-0.007857701,-0.06465425,3.246383,0.7556105,-1.199527,4.662723
28.87,0.3884969,-0.5765145,0.7188193,-0.02042136,-0.0470363,3.228437,0.003470158,-0.01119622,0.9999305,-0.1580589,-0.04285635,0.3760897,0.1627574,0.8716475,-0.4623209,-0.006859832,-0.06716109,3.253529,0.7565725,-1.200065,4.666075
28.89,0.3895173,-0.5766868,0.7181285,-0.02089752,-0.04732098,3.233073,0.002490763,-0.01153338,0.9999296,-0.1485754,-0.04028497,0.3535243,0.164488,0.8583919,-0.4859084,-0.005721956,-0.06978865,3.261051,0.758137,-1.200695,4.66933
28.91,0.3907719,-0.5769367,0.7172457,-0.02130263,-0.04765966,3.237958,0.001595518,-0.01184352,0.9999278,-0.1396609,-0.03786787,0.3323128,0.1671032,0.8484328,-0.5022334,-0.004214326,-0.07288887,3.269323,0.7602412,-1.201533,4.672449
28.92,0.3907719,-0.5769367,0.7172457,-0.02130263,-0.04765966,3.237958,0.000777973,-0.01213098,0.9999253,-0.1312812,-0.03559579,0.3123741,0.1801287,0.8270363,-0.5325078,-0.001053648,-0.0775553,3.275124,0.7602412,-1.201533,4.672449
28.94,0.3907719,-0.5769367,0.7172457,-0.02130263,-0.04765966,3.237958,4.312027E-05,-0.01238936,0.9999225,-0.1234043,-0.03346005,0.2936316,0.1801287,0.8270363,-0.5325078,-0.001053648,-0.0775553,3.275124,0.7602412,-1.201533,4.672449
28.96,0.3907719,-0.5769367,0.7172457,-0.02130263,-0.04765966,3.237958,-0.0006180144,-0.01262182,0.9999194,-0.1160001,-0.03145244,0.2760137,0.1992048,0.7770479,-0.597088,0.006318301,-0.08843927,3.288655,0.7602412,-1.201533,4.672449
28.97,0.3907719,-0.5769367,0.7172457,-0.02130263,-0.04765966,3.237958,-0.001213285,-0.01283111,0.9999162,-0.1090401,-0.0295653,0.2594529,0.2105259,0.7530439,-0.6233808,0.0106797,-0.09487845,3.29666,0.7602412,-1.201533,4.672449
28.99,0.3931556,-0.5789469,0.7143173,-0.02123945,-0.04838427,3.244933,-0.001749482,-0.01301963,0.999913,-0.1024977,-0.02779138,0.2438857,0,1,0,0.01219581,-0.09761983,3.305681,0.7650717,-1.206278,4.673568
29.01,0.395541,-0.5811046,0.7112416,-0.02102379,-0.04921638,3.252115,-0.002228098,-0.0132082,0.9999096,-0.09634781,-0.0261239,0.2292526,0,1,0,0.01192309,-0.09761991,3.311358,0.7700582,-1.211426,4.674598
29.02,0.3979046,-0.5838041,0.7077039,-0.02064836,-0.05015554,3.259496,-0.002651027,-0.01340026,0.999906,-0.09056694,-0.02455646,0.2154974,0,1,0,0.01170205,-0.09761994,3.317034,0.7751608,-1.217764,4.674903
