time                 ,shank_x                ,shank_y                 ,shank_z                ,thigh_x                 ,thigh_y                 ,thigh_z              ,trunk_x                ,trunk_y               ,trunk_z
0.0                  ,0.007403467781841755   ,-0.007081572897732258   ,0.12825393676757812    ,-0.008774923160672188   ,0.009649863466620445    ,-0.30495262145996094 ,-0.0039602965116500854 ,-0.01788710430264473  ,-0.21338176727294922
0.016666666666666666 ,0.001505403546616435   ,0.0080722626298666      ,0.1238861083984375     ,-0.0006962078623473644  ,-0.008013283833861351   ,-0.3052635192871094  ,-0.018515978008508682  ,-0.01746787130832672  ,-0.2323169708251953
0.03333333333333333  ,0.010687356814742088   ,-0.012713968753814697   ,0.10742759704589844    ,0.0006730952300131321   ,-0.0015019476413726807  ,-0.3130054473876953  ,-0.02756102755665779   ,0.00787850096821785   ,-0.2278881072998047
0.05                 ,-0.0010780924931168556 ,-0.00030896865064278245 ,0.1199197769165039     ,0.026406865566968918    ,-0.0032382416538894176  ,-0.29833221435546875 ,-0.036327555775642395  ,0.007419339381158352  ,-0.25788116455078125
0.06666666666666667  ,-0.014739109203219414  ,0.004428215324878693    ,0.15110397338867188    ,0.0017972118221223354   ,-0.015289504081010818   ,-0.3028402328491211  ,-0.15501165390014648   ,0.20414525270462036   ,-0.25824928283691406
0.08333333333333333  ,0.02294115349650383    ,0.00034754694206640124  ,0.14177608489990234    ,-0.020816046744585037   ,-0.036995306611061096   ,-0.3450193405151367  ,-0.6097095012664795    ,0.4404370188713074    ,-0.27222442626953125
0.1                  ,0.057843200862407684   ,-0.031839519739151      ,0.09541511535644531    ,0.010957177728414536    ,-0.07050320506095886    ,-0.3357095718383789  ,-0.11559706926345825   ,0.2253653109073639    ,-0.2354145050048828
0.11666666666666667  ,0.005190066993236542   ,-0.011774472892284393   ,0.1558237075805664     ,0.00828327052295208     ,-0.020226288586854935   ,-0.2933063507080078  ,-0.20629245042800903   ,0.24678179621696472   ,-0.2223339080810547
0.13333333333333333  ,-0.028055265545845032  ,0.008350405842065811    ,0.14481449127197266    ,-0.01839478686451912    ,0.023650862276554108    ,-0.3203258514404297  ,-1.1551125049591064    ,0.5263004302978516    ,-0.3048591613769531
0.15                 ,-0.04101090878248215   ,0.013676045462489128    ,0.101470947265625      ,-0.017818234860897064   ,-0.028870344161987305   ,-0.30634212493896484 ,-1.311166524887085     ,0.3467938303947449    ,-0.2944498062133789
0.16666666666666666  ,-0.30808329582214355   ,-0.10649922490119934    ,0.13336467742919922    ,-0.011036915704607964   ,0.006012149155139923    ,-0.30770397186279297 ,1.5032985210418701     ,0.13364872336387634   ,-0.21007919311523438
0.18333333333333332  ,0.8622279167175293     ,-0.09409663081169128    ,0.1522197723388672     ,-0.004619292914867401   ,-0.03124053031206131    ,-0.3165416717529297  ,-0.24362224340438843   ,-0.6640524864196777   ,-0.27026939392089844
0.2                  ,2.1602063179016113     ,-0.40579521656036377    ,0.18600845336914062    ,-0.0019802688620984554  ,-0.005921958014369011   ,-0.30205821990966797 ,-0.3391627073287964    ,0.4424723982810974    ,-0.2515573501586914
